idade,estado,escolaridade,renda_mensal,tempo_emprego_anos,score_credito,valor_solicitado,prazo_meses,finalidade,dividas_ativas,inadimplente
61,DF,Ensino Fundamental,4301.47,24,583,10669.29,12,Veículo,3,0
59,MT,Ensino Superior,4846.04,12,618,9577.7,24,Saúde,4,1
59,SP,Ensino Médio,11395.96,14,703,5692.28,18,Outros,4,0
20,CE,Ensino Médio,1475.03,14,680,12932.55,6,Veículo,0,1
74,SP,Ensino Médio,3028.28,2,572,17010.66,18,Viagem,1,0
54,AM,Ensino Superior,2397.11,18,590,5215.28,36,Reforma,3,1
61,RR,Ensino Superior,9829.4,1,753,9802.75,48,Outros,4,1
54,BA,Ensino Médio,3030.86,15,801,15662.56,36,Outros,0,0
20,PB,Ensino Médio,4738.68,12,658,17705.83,24,Saúde,0,0
45,MT,Ensino Superior,1956.08,17,570,12173.07,48,Saúde,6,1
45,GO,Ensino Médio,1471.04,25,747,9907.18,12,Reforma,1,1
31,PA,Ensino Superior,7523.43,10,664,19664.34,18,Saúde,1,0
67,ES,Ensino Superior,7697.75,19,562,10107.86,60,Veículo,1,0
38,RS,Ensino Médio,5278.42,5,606,18484.7,12,Outros,1,0
22,MS,Ensino Médio,1487.16,6,769,15870.99,36,Outros,0,0
38,ES,Ensino Superior,6501.98,12,705,13791.19,18,Veículo,1,0
40,AP,Ensino Superior,2935.51,3,751,11877.62,36,Veículo,1,0
74,RN,Ensino Médio,5962.26,2,694,9769.83,36,Veículo,1,0
56,SE,Pós-graduação,2870.73,5,563,5510.22,48,Reforma,2,0
61,MT,Ensino Médio,8739.79,9,587,9731.41,24,Outros,4,1
23,RO,Ensino Superior,4046.59,22,490,28551.0,24,Veículo,0,0
47,MS,Ensino Superior,13872.12,16,714,14131.75,24,Reforma,1,0
35,RS,Ensino Médio,12833.22,25,752,10718.19,24,Veículo,0,0
65,RS,Ensino Médio,7241.1,1,756,44244.74,36,Educação,3,0
71,RO,Ensino Médio,4175.17,20,744,32445.22,60,Veículo,0,0
44,SC,Ensino Superior,6751.23,21,530,50000.0,12,Veículo,2,1
22,PA,Ensino Superior,4915.16,6,679,13788.32,60,Saúde,4,1
32,MA,Ensino Médio,2251.52,2,595,6454.04,18,Outros,5,1
69,RJ,Ensino Fundamental,1896.02,22,701,24318.94,36,Reforma,4,0
41,PR,Ensino Médio,3830.33,15,527,10246.38,48,Viagem,0,0
67,AL,Ensino Médio,3188.86,13,559,6215.1,36,Reforma,5,0
48,PE,Ensino Superior,2623.25,14,555,14846.21,18,Reforma,1,1
29,RO,Ensino Médio,2215.02,23,612,15604.5,24,Reforma,3,0
26,AC,Ensino Superior,4717.2,9,644,20943.43,6,Veículo,4,1
65,CE,Ensino Superior,1790.94,6,644,14043.43,18,Saúde,0,0
64,MT,Pós-graduação,2287.18,2,595,6704.84,12,Reforma,1,0
30,BA,Ensino Superior,4726.31,17,520,3441.74,48,Educação,0,0
50,SE,Ensino Médio,2002.57,13,736,14005.68,24,Veículo,3,0
32,PE,Ensino Médio,4798.9,4,667,14195.86,24,Outros,4,0
74,MG,Ensino Médio,10618.71,23,746,9400.48,60,Outros,7,0
62,  CE ,Ensino Médio,5655.17,6,636,11059.12,24,Outros,3,1
32,RN,Ensino Superior,11082.23,25,549,20013.7,48,Saúde,1,0
61,MG,Ensino Superior,1589.22,15,583,8666.08,24,Veículo,4,1
29,AP,Ensino Superior,8860.02,20,713,9930.9,36,Outros,2,0
55,PR,Ensino Fundamental,4203.54,3,633,26222.72,24,Saúde,7,1
73,MA,Pós-graduação,8446.8,10,621,17744.22,36,Saúde,0,0
74,DF,Ensino Médio,3467.27,3,589,11735.99,12,Reforma,0,1
66,RN,Ensino Médio,3108.6,17,687,3691.95,36,Outros,2,0
63,RJ,Ensino Superior,6290.92,25,646,20034.95,24,Outros,6,0
27,AC,Ensino Médio,2350.07,17,689,5667.32,24,Veículo,2,0
68,PA,Pós-graduação,2368.74,19,644,10721.06,24,Reforma,2,0
56,MT,Ensino Superior,3399.46,16,537,6910.79,12,Veículo,4,0
45,PI,Ensino Superior,5015.42,11,735,12433.94,36,Reforma,2,0
29,CE,Ensino Médio,3560.3,11,749,12048.5,36,Viagem,0,1
36,RS,Ensino Médio,6013.5,24,585,36294.96,36,Viagem,2,0
21,AP,Ensino Superior,4789.17,3,584,15773.46,36,Saúde,1,1
59,RJ,Ensino Médio,3249.65,3,523,8923.51,36,Outros,1,0
41,AL,Ensino Médio,2539.32,15,796,4057.53,24,Reforma,0,0
36,MS,Ensino Superior,2431.45,11,656,6833.07,24,Saúde,0,0
45,DF,Ensino Superior,1453.46,2,732,14904.17,24,Outros,0,1
23,RN,Ensino Superior,5419.22,7,699,6991.58,36,Outros,0,0
34,SC,Ensino Médio,2161.65,16,727,16095.26,12,Reforma,7,0
28,PA,Ensino Médio,4849.49,6,632,8630.31,24,Saúde,0,0
64,RJ,Ensino Superior,9751.89,8,651,16514.55,24,Educação,2,0
58,BA,Ensino Superior,3255.67,16,514,22825.57,48,Saúde,1,0
51,RR,Ensino Fundamental,4095.79,8,733,37993.86,36,Veículo,0,0
58,SP,Ensino Médio,1272.4,9,700,22535.64,36,Saúde,3,0
66,BA,Ensino Médio,5069.13,25,670,10178.07,24,Viagem,3,0
70,RO,Ensino Superior,4738.85,25,673,12867.58,24,Viagem,0,0
20,RJ,Ensino Superior,11822.0,9,701,11343.13,60,Educação,4,0
18,RO,Ensino Médio,2368.64,10,714,10730.27,60,Outros,3,0
30,AP,Ensino Médio,1648.18,19,611,15336.71,24,Reforma,5,1
63,ES,Ensino Superior,2296.67,18,688,23647.54,18,Outros,0,0
26,CE,Ensino Superior,10481.04,17,677,20416.98,60,Educação,1,0
48,AL,Ensino Superior,4249.09,6,543,12197.33,36,Educação,3,0
21,PA,Ensino Fundamental,2939.92,4,610,16748.62,24,Reforma,4,1
35,PR,Ensino Médio,1924.34,2,566,10841.43,18,Veículo,2,1
38,PI,Ensino Superior,2121.72,1,505,15564.27,60,Educação,1,1
35,  RR ,Ensino Médio,7244.92,6,725,6100.21,24,Outros,0,1
23,ES,Ensino Médio,3473.71,8,571,11785.23,36,Outros,3,0
48,RO,Ensino Superior,2343.33,25,640,27572.19,6,Veículo,1,1
68,RS,Ensino Médio,2017.0,15,472,17642.06,36,Reforma,3,1
21,DF,Ensino Médio,8226.07,5,718,23633.65,6,Viagem,1,0
25,ES,Ensino Médio,8145.45,23,585,5770.96,6,Outros,0,0
70,PR,Ensino Superior,5494.16,11,835,13618.48,24,Outros,1,0
61,AP,Ensino Médio,1425.29,20,710,28608.51,24,Reforma,0,0
28,AL,Ensino Superior,5328.21,2,531,19577.87,36,Veículo,0,1
46,MS,Ensino Superior,3680.08,17,581,7821.09,24,Reforma,2,0
20,RN,Pós-graduação,2317.57,3,697,5088.77,24,Veículo,2,0
33,ES,Ensino Superior,1868.48,12,615,19909.17,24,Outros,7,1
72,MS,Ensino Médio,2237.9,22,563,13638.57,48,Saúde,2,1
71,AC,Pós-graduação,7490.05,17,640,34916.6,36,Reforma,3,1
27,GO,Ensino Superior,5905.2,25,628,13919.11,36,Reforma,1,0
67,PB,Ensino Médio,3438.73,20,712,9836.57,12,Educação,3,0
60,MG,Pós-graduação,5116.7,9,790,12172.65,18,Outros,0,0
25,PE,Pós-graduação,4046.27,21,680,17201.56,12,Veículo,0,0
53,MT,Ensino Superior,1009.83,21,594,11950.4,36,Reforma,4,1
63,AC,Ensino Fundamental,4143.76,17,530,3679.34,24,Outros,5,0
35,AM,Ensino Médio,2239.9,13,642,11622.27,24,Outros,3,0
54,RR,Pós-graduação,1631.8,2,638,5908.01,12,Reforma,0,0
38,RR,Ensino Médio,4959.12,15,836,10979.32,36,Reforma,7,1
45,TO,Ensino Superior,1774.93,18,552,27806.03,48,Veículo,4,1
34,BA,Ensino Médio,5664.36,1,666,5542.12,12,Reforma,3,0
45,RS,Ensino Médio,10435.37,25,618,27880.19,18,Veículo,0,0
68,AM,Pós-graduação,6814.65,11,810,15856.03,12,Educação,1,0
36,RO,Ensino Superior,30000.0,20,718,18430.22,24,Reforma,0,0
74,PE,Ensino Superior,3879.21,17,642,10265.02,18,Educação,5,1
34,AP,Ensino Superior,3591.62,16,735,6966.91,18,Viagem,6,0
24,MG,Pós-graduação,9439.62,10,575,10042.6,6,Viagem,0,0
50,DF,Ensino Médio,8193.67,22,496,7681.04,36,Veículo,1,0
73,AC,Ensino Fundamental,4808.25,21,672,20159.44,36,Veículo,3,0
48,ES,Ensino Médio,5443.43,1,515,20970.57,18,Outros,2,1
70,PA,Ensino Superior,3912.15,2,614,18285.47,6,Outros,4,1
40,AC,Ensino Fundamental,4508.91,16,827,9972.36,60,Educação,0,0
73,RR,Pós-graduação,2497.27,21,698,12207.81,48,Saúde,2,1
48,RR,Ensino Médio,3461.32,15,681,6488.71,12,Reforma,4,1
69,MA,Ensino Superior,4716.94,19,599,30621.49,48,Educação,1,1
31,MG,Ensino Superior,3035.04,6,641,11101.16,24,Viagem,3,1
62,SE,Ensino Superior,9261.67,9,646,22113.49,24,Outros,0,0
41,TO,Ensino Médio,2850.32,23,641,17860.65,24,Viagem,2,1
31,RR,Ensino Superior,12130.26,24,713,3944.34,48,Reforma,0,0
59,RJ,Ensino Superior,2946.66,9,656,15948.86,36,Reforma,2,0
46,RS,Ensino Fundamental,11391.0,24,651,7724.32,60,Viagem,1,0
19,RJ,Ensino Superior,5140.2,13,669,10974.33,36,Viagem,0,0
40,TO,Ensino Médio,3317.21,7,755,12571.69,36,Reforma,6,1
75,PA,Ensino Médio,1862.82,13,755,8684.24,36,Veículo,3,0
67,AL,Ensino Médio,4937.69,3,619,20529.27,6,Veículo,0,1
69,PB,Ensino Médio,6531.68,8,645,9677.1,36,Reforma,3,0
54,RJ,Ensino Médio,10329.31,3,643,12198.27,60,Viagem,1,0
37,RJ,Pós-graduação,4612.07,24,605,9573.04,24,Educação,0,0
55,PE,Ensino Superior,4522.63,13,590,14234.24,18,Saúde,0,0
71,RS,Ensino Médio,11655.14,25,588,15502.71,18,Reforma,1,1
57,AM,Ensino Superior,4771.74,15,576,8947.57,48,Outros,4,1
22,SE,Ensino Médio,2347.03,3,670,14474.99,12,Outros,4,1
28,DF,Ensino Médio,1908.34,15,582,46598.11,24,Educação,2,1
42,AP,Ensino Superior,3788.16,14,681,11234.38,12,Veículo,0,1
35,RR,Ensino Médio,12395.05,12,749,12308.55,36,Outros,1,1
51,AL,Ensino Médio,4225.57,18,763,3022.44,48,Educação,0,1
21,PE,Ensino Médio,6520.73,9,666,8055.76,12,Outros,2,0
36,RS,Ensino Superior,8028.93,2,555,7474.16,36,Veículo,2,0
35,PI,Ensino Médio,13451.65,22,647,12532.66,36,Veículo,0,0
46,DF,Ensino Superior,1033.66,9,695,19430.32,12,Reforma,0,1
60,RR,Ensino Superior,14100.1,14,740,14815.76,18,Reforma,2,0
41,PE,Ensino Médio,8441.91,14,653,25417.13,48,Veículo,0,0
64,DF,Ensino Fundamental,4881.15,24,692,17473.54,6,Veículo,0,0
72,PI,Ensino Médio,5045.25,2,639,10811.18,24,Veículo,0,0
24,AM,Ensino Fundamental,2671.19,17,627,17494.77,12,Veículo,2,0
65,SP,Ensino Superior,6983.21,13,711,30258.13,36,Reforma,0,0
72,AP,Ensino Fundamental,6776.5,23,669,4491.28,12,Veículo,2,0
49,AM,Pós-graduação,5931.22,1,602,10276.09,6,Educação,3,1
60,MS,Ensino Superior,2520.48,16,618,26508.85,24,Outros,7,1
28,AP,Ensino Médio,5458.29,4,616,50000.0,48,Educação,0,0
73,RO,Ensino Médio,9175.14,10,560,7252.26,48,Outros,7,0
67,PI,Ensino Médio,2325.35,19,623,9302.2,6,Reforma,0,0
31,SP,Pós-graduação,2326.58,18,687,10477.31,48,Saúde,4,1
46,MG,Ensino Superior,2589.96,15,603,3884.66,36,Reforma,2,0
52,MS,Ensino Médio,2919.95,6,719,12593.34,48,Veículo,0,0
64,MG,Ensino Médio,9215.44,6,605,10009.19,12,Outros,0,0
23,CE,Ensino Médio,1234.81,13,572,12044.71,6,Reforma,0,1
35,MG,Ensino Superior,3660.68,19,486,10729.61,48,Reforma,5,0
38,MG,Pós-graduação,4727.27,14,708,6693.22,36,Outros,0,0
32,SP,Pós-graduação,1627.3,6,700,14075.66,36,Veículo,0,0
37,RJ,Ensino Médio,5419.84,24,794,9148.36,12,Reforma,2,0
62,CE,Ensino Fundamental,1535.1,3,612,8398.74,36,Outros,3,1
75,RR,Ensino Médio,4394.81,2,706,20345.12,48,Educação,0,0
21,RJ,Ensino Fundamental,2992.77,1,692,12522.88,12,Veículo,2,1
59,AC,Ensino Fundamental,6599.98,4,648,19704.42,36,Viagem,2,0
66,MG,Pós-graduação,6321.38,5,628,6431.11,48,Reforma,2,1
20,SE,Ensino Médio,2246.09,11,634,2372.23,18,Saúde,2,0
55,MA,Ensino Superior,5008.12,16,645,4860.76,24,Veículo,4,0
61,MT,Ensino Médio,3182.57,4,697,8776.32,36,Veículo,5,1
73,DF,Ensino Fundamental,2609.94,74,721,13972.16,36,Reforma,0,0
50,PA,Ensino Superior,8855.26,11,703,5323.53,18,Viagem,1,0
56,MT,Ensino Médio,2163.96,12,678,8259.32,48,Veículo,0,1
57,MS,Ensino Médio,5585.46,19,520,10893.82,48,Educação,2,0
56,GO,Ensino Superior,1836.8,13,750,18538.33,18,Veículo,0,1
48,BA,Ensino Superior,1871.53,6,524,6572.32,12,Viagem,2,1
28,SE,Ensino Superior,3004.54,21,709,30778.29,6,Reforma,1,1
20,MS,Ensino Médio,6522.79,15,640,14826.59,36,Saúde,0,0
60,AC,Ensino Superior,4121.43,22,837,4537.63,12,Veículo,1,0
20,BA,Ensino Médio,9185.49,5,627,8120.02,36,Veículo,0,0
21,RR,Ensino Médio,6877.82,3,635,14587.14,12,Saúde,6,1
60,RJ,Ensino Superior,3386.52,15,731,6577.7,60,Viagem,5,0
72,SE,Ensino Superior,2655.21,9,698,12542.1,60,Veículo,3,0
24,AL,Pós-graduação,3576.32,2,554,9377.95,24,Educação,3,1
65,MT,Ensino Médio,6468.41,8,777,10785.38,24,Outros,3,0
21,RO,Ensino Médio,4623.72,2,691,9945.61,6,Veículo,1,0
20,AM,Ensino Médio,3995.52,3,760,10042.94,36,Outros,1,0
23,PR,Pós-graduação,10311.0,18,712,13188.94,12,Veículo,1,0
20,SC,Ensino Médio,6758.88,8,582,14291.43,60,Reforma,7,1
59,SP,Ensino Médio,5246.94,7,648,3741.56,48,Reforma,5,0
29,PR,Ensino Fundamental,2999.17,8,741,16482.0,48,Veículo,0,0
61,RN,Ensino Superior,3645.32,23,538,12640.14,12,Reforma,3,1
67,SP,Ensino Superior,30000.0,13,715,7145.74,24,Reforma,3,0
64,TO,Ensino Médio,4251.74,24,658,20290.04,12,Reforma,0,0
74,PA,Ensino Superior,1852.04,3,545,7288.47,36,Saúde,0,1
75,PB,Ensino Superior,8940.61,9,637,14041.68,36,Educação,3,0
37,ES,Pós-graduação,4304.67,11,588,6872.37,48,Veículo,1,0
68,GO,Ensino Superior,3734.23,4,726,23064.33,24,Educação,1,0
22,RJ,Ensino Médio,3433.99,2,620,16096.0,12,Outros,2,0
71,RR,Pós-graduação,7864.78,25,700,11854.4,12,Reforma,1,0
57,ES,Ensino Médio,4167.61,2,626,7259.11,18,Viagem,1,0
56,AL,Pós-graduação,2049.86,3,692,13476.96,36,Veículo,0,0
48, PE ,Ensino Superior,3549.72,1,728,10363.13,48,Veículo,0,0
29,AL,Ensino Superior,2778.47,16,767,15505.06,12,Viagem,2,0
60,BA,Pós-graduação,1542.17,16,649,15034.32,24,Saúde,0,0
35,  PB  ,Ensino Fundamental,1990.63,11,793,9349.8,60,Veículo,3,0
27,AM,Pós-graduação,1827.53,15,612,21266.05,12,Educação,2,1
36,SP,Pós-graduação,5097.81,11,635,12543.33,24,Viagem,2,1
21,CE,Ensino Superior,17183.83,3,552,17782.19,12,Outros,0,1
59,SC,Ensino Médio,4968.88,8,692,18363.24,6,Reforma,0,0
57,RO,Ensino Superior,3692.3,20,736,10386.14,36,Saúde,0,0
27,MA,Ensino Médio,18262.46,20,850,10185.92,36,Veículo,5,0
65,RN,Ensino Superior,2592.97,19,707,8767.7,18,Reforma,0,0
23,AM,Ensino Superior,10096.9,5,812,8631.35,48,Viagem,2,0
25,RO,Ensino Superior,2378.95,6,602,12557.35,60,Outros,0,1
66,AL,Ensino Médio,1230.31,3,569,8544.7,18,Outros,0,1
43,SP,Ensino Superior,7334.32,9,669,31733.57,48,Saúde,0,0
45,SC,Ensino Superior,6728.72,12,542,8141.25,18,Outros,0,1
74,PE,Pós-graduação,6160.65,11,605,18591.44,6,Viagem,2,1
46,PE,Pós-graduação,7319.8,2,820,10534.0,18,Outros,1,0
33, SC ,Ensino Médio,9304.21,24,625,21151.64,6,Educação,0,0
22,SP,Ensino Superior,2189.45,4,631,21783.06,6,Viagem,5,1
55,SE,Ensino Médio,8857.49,5,608,47404.07,48,Educação,3,1
56,MS,Ensino Médio,16569.75,18,560,14183.75,48,Veículo,2,0
18,PR,Ensino Médio,5116.91,13,563,2811.19,24,Reforma,2,1
70,TO,Pós-graduação,3883.52,18,644,15661.14,18,Veículo,4,1
74,PR,Ensino Médio,1119.96,17,738,10783.26,12,Veículo,6,1
39,PA,Pós-graduação,1504.9,23,803,14025.39,48,Educação,0,0
74,SC,Ensino Médio,3938.0,3,687,11744.84,60,Viagem,0,1
65,ES,Ensino Superior,1063.47,13,629,15652.56,24,Reforma,4,1
41,MG,Ensino Superior,2504.29,17,464,5945.24,36,Educação,7,1
21,GO,Ensino Médio,2597.3,4,651,24849.6,12,Viagem,4,1
48,SE,Ensino Superior,3421.29,22,623,23928.96,18,Outros,7,1
54,SC,Ensino Médio,1954.03,21,557,12370.7,36,Veículo,0,0
51,AL,Ensino Superior,2052.24,8,623,9499.54,18,Educação,2,0
52,AM,Ensino Superior,7087.55,18,584,12831.72,18,Veículo,0,0
28,DF,Ensino Médio,2457.69,3,680,26768.86,18,Viagem,4,1
36,AL,Pós-graduação,3748.12,7,671,18312.78,24,Veículo,4,1
75,PA,Ensino Superior,2638.87,16,659,6627.07,60,Educação,4,0
35,RR,Ensino Superior,2768.69,24,706,23424.54,24,Educação,1,0
40,PR,Ensino Superior,10058.54,23,511,7067.64,36,Viagem,0,0
71,GO,Ensino Médio,3748.4,3,714,23248.27,24,Viagem,3,1
59,MT,Ensino Médio,1727.96,19,616,19721.81,60,Educação,3,0
69,MG,Ensino Superior,3060.78,12,611,12056.39,36,Reforma,3,0
65,AP,Ensino Médio,3983.12,8,772,16797.07,24,Outros,2,0
45,MT,Ensino Médio,2671.8,17,745,8413.69,24,Reforma,0,0
63,AM,Ensino Médio,3232.85,8,695,10705.76,48,Educação,0,0
62,SE,Ensino Superior,5541.22,6,610,13701.21,36,Veículo,0,1
70,AL,Ensino Médio,4949.82,15,551,11907.15,36,Reforma,3,0
58,SE,Ensino Médio,10836.71,6,791,8594.78,36,Saúde,6,0
66,PE,Pós-graduação,2076.96,19,665,11016.37,48,Reforma,2,0
41,AP,Ensino Médio,4498.18,24,661,4511.32,18,Outros,0,0
50,MT,Ensino Médio,1775.81,3,720,17220.08,36,Outros,0,0
70,AP,Ensino Superior,3273.0,12,687,13870.66,36,Veículo,2,0
29,PE,Ensino Superior,3397.82,25,726,5651.7,12,Educação,0,0
39,RO,Ensino Médio,16234.46,11,608,16567.72,12,Outros,4,1
39,GO,Ensino Médio,4670.18,6,556,23008.52,18,Educação,2,0
30,PA,Ensino Médio,10612.53,14,736,9588.58,36,Outros,4,0
65,PA,Ensino Superior,3463.48,14,713,14999.31,48,Veículo,0,0
61,AP,Ensino Médio,9006.81,15,472,5310.66,18,Reforma,3,1
71,PB,Pós-graduação,3256.3,12,798,9313.22,60,Saúde,1,0
28,MT,Ensino Fundamental,6008.23,11,640,11799.19,12,Veículo,2,0
65,PE,Ensino Superior,2824.55,16,476,9474.25,18,Saúde,0,1
68,RS,Ensino Médio,3051.33,1,536,9154.88,12,Outros,5,1
55,AM,Ensino Superior,3997.41,10,790,18301.23,36,Viagem,3,0
22,PB,Ensino Médio,4523.3,5,670,14648.5,24,Educação,0,0
51,ES,Pós-graduação,3198.72,23,587,8735.64,24,Viagem,4,0
68,PI,Ensino Médio,4618.91,24,519,9217.13,36,Outros,0,1
58,RS,Ensino Superior,1319.95,12,665,11194.69,36,Outros,0,0
59,MA,Ensino Fundamental,1775.91,1,722,20278.4,24,Reforma,5,0
26,AL,Ensino Médio,2406.69,15,620,14965.69,60,Veículo,2,0
71,AC,Ensino Médio,3578.49,5,674,12129.13,60,Saúde,5,0
39,RO,Ensino Superior,2334.79,5,770,15688.29,18,Reforma,0,1
45,SP,Ensino Fundamental,6243.84,10,658,8108.96,18,Saúde,2,0
51,MG,Ensino Superior,1169.74,10,581,12840.4,60,Viagem,0,0
54,PR,Ensino Superior,2084.2,18,652,11282.36,12,Reforma,1,0
28, MG ,Ensino Médio,3640.79,17,662,7727.99,48,Educação,2,0
44,MA,Ensino Fundamental,4656.45,25,710,7558.14,18,Outros,1,0
55,MT,Ensino Médio,6413.52,15,505,16283.18,48,Veículo,0,1
24,PR,Pós-graduação,1722.21,2,683,20706.95,12,Reforma,2,1
23,AP,Ensino Médio,3400.55,17,687,12407.53,24,Veículo,1,0
37,DF,Ensino Superior,4521.82,11,629,10827.28,6,Viagem,1,0
23,SE,Ensino Superior,4300.0,9,652,9148.14,48,Reforma,0,0
64,PI,Ensino Médio,5955.49,3,563,4862.62,24,Outros,5,0
60,PA,Ensino Médio,21100.78,4,605,23267.94,24,Outros,6,0
28,RN,Ensino Médio,4189.97,1,628,13439.74,24,Veículo,0,0
50,PR,Ensino Fundamental,1370.64,22,768,14228.14,24,Veículo,2,0
71,SC,Ensino Médio,2451.06,4,682,5731.61,36,Veículo,1,1
19,BA,Pós-graduação,16479.63,15,585,15951.46,36,Reforma,1,1
24,PB,Ensino Médio,5236.85,10,622,8705.98,18,Reforma,3,0
70,PR,Ensino Superior,1701.31,6,673,6282.02,12,Reforma,1,0
28,AM,Ensino Médio,9118.65,19,808,10766.82,12,Reforma,0,0
69,PE,Ensino Médio,2295.44,11,566,26596.74,18,Veículo,0,1
24,BA,Ensino Médio,5526.06,3,702,14831.97,24,Veículo,1,1
59,RR,Ensino Médio,6920.44,13,850,12723.69,24,Reforma,2,0
20,AL,Ensino Superior,4409.79,10,752,10743.32,60,Educação,3,0
75,CE,Ensino Superior,5122.69,14,699,10922.45,12,Outros,2,0
52,MS,Ensino Fundamental,8853.89,2,724,13668.58,36,Saúde,2,0
75,AL,Ensino Superior,3138.68,21,557,13220.35,24,Veículo,5,0
22,RS,Ensino Superior,5364.38,10,843,17502.0,60,Veículo,1,0
45,TO,Ensino Fundamental,2606.0,8,680,12537.41,12,Veículo,2,1
18,AL,Ensino Superior,4837.24,13,663,10707.22,12,Reforma,0,0
39,MG,Ensino Superior,2413.07,20,646,7059.56,36,Reforma,2,0
18,SE,Ensino Médio,4604.43,7,662,19506.84,60,Educação,0,1
66,DF,Ensino Médio,2010.16,13,641,8487.64,24,Outros,5,1
63,RR,Ensino Médio,3118.14,23,802,19975.55,12,Veículo,2,0
39,AC,Ensino Médio,2748.95,5,592,9786.33,36,Veículo,2,0
40, AP  ,Ensino Médio,10965.95,10,640,17886.73,24,Reforma,0,0
36,ES,Ensino Superior,4296.84,3,585,27829.16,24,Reforma,5,0
56,PB,Ensino Superior,6003.71,10,690,12990.03,18,Saúde,1,0
19,PE,Ensino Superior,4369.21,16,711,3892.3,18,Saúde,4,0
24,PE,Ensino Médio,5918.18,17,572,50000.0,24,Veículo,0,1
61,AL,Ensino Superior,3184.4,9,702,50000.0,60,Reforma,0,0
62,MT,Ensino Superior,14279.24,16,638,6531.16,24,Veículo,5,1
40,MS,Ensino Médio,2022.66,12,538,18611.94,6,Reforma,2,1
72,MA,Ensino Superior,5643.36,8,581,8649.94,18,Veículo,2,0
62,MA,Ensino Médio,6640.5,15,644,8042.19,36,Educação,1,0
60,PA,Ensino Superior,1459.92,15,610,16276.75,36,Outros,6,0
66,TO,Ensino Superior,13060.06,21,699,6205.26,18,Reforma,0,0
29,MT,Ensino Médio,3091.37,22,727,11529.12,36,Saúde,0,0
62,PR,Ensino Superior,2648.06,18,630,9532.25,48,Veículo,2,0
56,ES,Ensino Superior,14222.59,14,558,12795.75,36,Outros,0,0
22,AL,Ensino Superior,4388.12,2,705,12142.28,36,Veículo,4,0
19,PR,Ensino Superior,4964.51,2,749,14559.67,48,Reforma,1,0
32,DF,Ensino Médio,3007.34,15,649,6864.66,18,Viagem,2,0
50,PE,Ensino Superior,1585.27,11,570,5886.06,24,Veículo,5,1
48,ES,Ensino Médio,2249.26,7,700,10967.26,48,Educação,4,0
40,RJ,Ensino Médio,3530.92,24,543,13717.98,60,Veículo,4,0
27,AC,Ensino Médio,3421.22,13,635,10248.19,12,Reforma,0,0
48,GO,Pós-graduação,1006.97,10,572,20493.36,48,Outros,2,1
48,AC,Ensino Médio,5269.41,14,672,10707.55,6,Veículo,0,0
24,AM,Pós-graduação,17329.82,10,749,27277.1,60,Outros,0,0
52,RN,Ensino Superior,15273.64,7,514,23189.23,36,Viagem,0,0
23,RJ,Ensino Superior,3609.48,14,613,11557.05,36,Veículo,4,1
51,DF,Ensino Fundamental,3211.73,5,659,13408.38,12,Viagem,3,0
56,RO,Ensino Superior,5980.51,21,570,6221.31,36,Educação,1,0
37,PI,Ensino Médio,10485.13,8,708,13120.95,60,Veículo,3,0
67,ES,Ensino Superior,2642.01,19,626,4196.25,12,Outros,3,0
64,SE,Ensino Médio,6093.58,5,606,11263.07,12,Outros,0,0
46,BA,Ensino Médio,2650.76,2,678,16149.7,36,Viagem,0,0
44,ES,Ensino Superior,3652.88,24,663,30143.98,36,Reforma,1,1
66,RS,Ensino Superior,13125.93,22,664,12713.41,12,Saúde,0,0
70,RN,Ensino Médio,5538.47,10,633,17849.99,48,Reforma,7,0
24,SE,Ensino Médio,6337.18,6,541,24501.8,36,Outros,0,0
30,AC,Ensino Superior,3264.87,16,657,5408.45,12,Saúde,1,1
61,AM,Ensino Superior,1714.05,20,544,31217.2,48,Reforma,1,0
31,AC,Ensino Fundamental,6735.96,5,607,3880.31,24,Veículo,0,0
19,SP,Ensino Superior,11582.07,3,539,14259.17,24,Reforma,0,1
61,AL,Ensino Médio,4403.76,9,542,17751.46,6,Viagem,1,0
33,SE,Pós-graduação,7579.59,11,625,27855.87,60,Viagem,1,0
23,AC,Ensino Superior,8856.06,1,632,4152.15,24,Reforma,0,0
70,GO,Ensino Superior,10332.18,9,700,13384.56,12,Saúde,0,0
64,PE,Ensino Médio,5453.31,18,734,20348.25,48,Outros,4,0
23,CE,Ensino Médio,2531.63,12,535,19302.76,36,Educação,3,1
44,ES,Ensino Superior,5869.67,10,668,13236.56,36,Veículo,0,0
72,SE,Ensino Médio,5658.48,24,669,17185.53,12,Viagem,1,0
65,BA,Ensino Médio,7698.01,4,612,50000.0,48,Reforma,0,1
27,PA,Ensino Superior,9520.24,21,644,11608.06,24,Reforma,3,0
74,GO,Ensino Superior,7919.31,12,655,10004.75,36,Saúde,2,0
68,MG,Ensino Superior,5260.87,13,710,8389.53,36,Saúde,5,0
72,PA,Ensino Superior,5260.62,7,692,7098.33,36,Viagem,0,0
22,PR,Ensino Médio,3738.47,18,512,5657.42,6,Educação,1,0
65,MG,Ensino Médio,2288.47,22,757,12753.71,48,Veículo,4,1
73,SP,Ensino Superior,8200.65,17,502,15878.64,48,Reforma,1,1
24,RR,Ensino Médio,3461.11,18,583,10329.86,18,Veículo,5,1
36,PE,Ensino Médio,4629.84,19,776,9973.81,18,Educação,3,0
